idIsinCodeFk,mnemonicCode,fisnCode,nominalAmount,currencyCode,stockQuantity,operationYield,operationPrice,operationDate,operationHour,operationType,operationPart,settlementSystem,settlementDate,operationState,idMechanismOperationPk,indSendOtcApp,issuanceDate,expirationDate,operationRate,issuerName,shortName,checkDigit
DO1002227721,NO111226,BCENTRAL/9 BOEST 20261211 GTIA,850000,DOP,85,9.000005,99.977526,13/08/2026,05:43:03 PM,CONTADO,PRIMERA PARTE,ROTC,14/08/2026,CONFIRMADA,3282090,0,11/12/2023,11/12/2026,0,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,BCENTRAL,60137
DO1002223928,NO120227,BCENTRAL/8 BOEST 20270212 GTIA,5000000,DOP,500,2.475822,100.443765,13/08/2026,05:41:04 PM,PLAZO,PRIMERA PARTE,ROTC,13/01/2027,CONFIRMADA,3282089,0,12/02/2022,12/02/2027,0,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,BCENTRAL,60053
DO1002223928,NO120227,BCENTRAL/8 BOEST 20270212 GTIA,5000000,DOP,500,9,99.956556,13/08/2026,05:40:52 PM,PRESTAMO,SEGUNDA PARTE,ROTC,13/01/2027,CONFIRMADA,3282088,0,12/02/2022,12/02/2027,0.02,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,BCENTRAL,58954
DO1002223928,NO120227,BCENTRAL/8 BOEST 20270212 GTIA,5000000,DOP,500,9,99.956556,13/08/2026,05:40:52 PM,PRESTAMO,PRIMERA PARTE,ROTC,14/08/2026,CONFIRMADA,3282088,0,12/02/2022,12/02/2027,0.02,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,BCENTRAL,59066
DO1002223928,NO120227,BCENTRAL/8 BOEST 20270212 GTIA,1500000,DOP,150,8.227998,99.891305,13/08/2026,05:40:35 PM,CONTADO,PRIMERA PARTE,ROTC,17/08/2026,CONFIRMADA,3282087,0,12/02/2022,12/02/2027,0,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,BCENTRAL,60935
DO1002223928,NO120227,BCENTRAL/8 BOEST 20270212 GTIA,1500000,DOP,150,9,99.891305,13/08/2026,05:40:28 PM,PRESTAMO,SEGUNDA PARTE,ROTC,14/01/2027,CONFIRMADA,3282086,0,12/02/2022,12/02/2027,0.02,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,BCENTRAL,58926
DO1002223928,NO120227,BCENTRAL/8 BOEST 20270212 GTIA,1500000,DOP,150,9,99.891305,13/08/2026,05:40:28 PM,PRESTAMO,PRIMERA PARTE,ROTC,17/08/2026,CONFIRMADA,3282086,0,12/02/2022,12/02/2027,0.02,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,BCENTRAL,59052
DO1002223928,NO120227,BCENTRAL/8 BOEST 20270212 GTIA,1500000,DOP,150,3.181025,100.372102,13/08/2026,05:40:27 PM,PLAZO,PRIMERA PARTE,ROTC,14/01/2027,CONFIRMADA,3282085,0,12/02/2022,12/02/2027,0,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,BCENTRAL,59934
DO1002223621,NO150127,BCENTRAL/8 BOEST 20270115 GTIA,990000,DOP,99,8.7,100.357927,13/08/2026,05:39:25 PM,PRESTAMO,SEGUNDA PARTE,ROTC,11/11/2026,CONFIRMADA,3282084,0,15/01/2022,15/01/2027,0.02,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,BCENTRAL,59360
DO1002223621,NO150127,BCENTRAL/8 BOEST 20270115 GTIA,990000,DOP,99,8.7,100.357927,13/08/2026,05:39:25 PM,PRESTAMO,PRIMERA PARTE,ROTC,14/08/2026,CONFIRMADA,3282084,0,15/01/2022,15/01/2027,0.02,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,BCENTRAL,59486
