idIsinCodeFk,mnemonicCode,fisnCode,nominalAmount,currencyCode,stockQuantity,operationYield,operationPrice,operationDate,operationHour,operationType,operationPart,settlementSystem,settlementDate,operationState,idMechanismOperationPk,indSendOtcApp,issuanceDate,expirationDate,operationRate,issuerName,shortName,checkDigit
USP3579EBV85,BSDR2027,DOMINICAN Rep/5.95 BD 20270125 Se,49000,USD,49,3.7501,101.569837,02/03/2026,05:52:14 PM,PRESTAMO,PRIMERA PARTE,ROTC,03/03/2026,MODIFICADA,2985760,0,25/01/2017,25/01/2027,0,MINISTERIO DE HACIENDA,HACIENDA,62615
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,225558,DOP,225558,11.3254,99.719855,03/03/2026,05:31:35 PM,ESTRUCTURADA,SEGUNDA PARTE,ROTC,06/04/2026,CONFIRMADA,2987971,0,30/11/2020,30/11/2030,0.706665,ACERO ESTRELLA S A,AESTRELLA,62230
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,225558,DOP,225558,11.2497,99.998412,03/03/2026,05:31:35 PM,ESTRUCTURADA,PRIMERA PARTE,ROTC,05/03/2026,CONFIRMADA,2987971,0,30/11/2020,30/11/2030,0.706665,ACERO ESTRELLA S A,AESTRELLA,62321
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,225558,DOP,225558,11.3254,99.719855,03/03/2026,05:31:34 PM,PRESTAMO,SEGUNDA PARTE,ROTC,06/04/2026,CONFIRMADA,2987973,0,30/11/2020,30/11/2030,0.706665,ACERO ESTRELLA S A,AESTRELLA,60123
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,225558,DOP,225558,11.2497,99.998412,03/03/2026,05:31:34 PM,PRESTAMO,PRIMERA PARTE,ROTC,05/03/2026,CONFIRMADA,2987973,0,30/11/2020,30/11/2030,0.706665,ACERO ESTRELLA S A,AESTRELLA,60214
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,2996294,DOP,2996294,10.6995,101.907984,03/03/2026,05:29:27 PM,PRESTAMO,SEGUNDA PARTE,ROTC,02/07/2026,CONFIRMADA,2987969,0,30/11/2020,30/11/2030,2.8,ACERO ESTRELLA S A,AESTRELLA,61383
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,2996294,DOP,2996294,11.2498,99.998412,03/03/2026,05:29:27 PM,PRESTAMO,PRIMERA PARTE,ROTC,04/03/2026,CONFIRMADA,2987969,0,30/11/2020,30/11/2030,2.8,ACERO ESTRELLA S A,AESTRELLA,61145
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,2996294,DOP,2996294,10.6995,101.907984,03/03/2026,05:29:25 PM,ESTRUCTURADA,SEGUNDA PARTE,ROTC,02/07/2026,CONFIRMADA,2987967,0,30/11/2020,30/11/2030,2.8,ACERO ESTRELLA S A,AESTRELLA,63469
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,2996294,DOP,2996294,11.2498,99.998412,03/03/2026,05:29:25 PM,ESTRUCTURADA,PRIMERA PARTE,ROTC,04/03/2026,CONFIRMADA,2987967,0,30/11/2020,30/11/2030,2.8,ACERO ESTRELLA S A,AESTRELLA,63231
DO1005208124,INF2040,HACIENDA/10.875 BOEST 20400228 GTIA,50000000,DOP,500,9,114.7352,03/03/2026,05:28:58 PM,CONTADO,PRIMERA PARTE,ROTC,05/03/2026,CONFIRMADA,2987857,0,28/02/2020,28/02/2040,0,MINISTERIO DE HACIENDA,HACIENDA,59402
