idIsinCodeFk,mnemonicCode,fisnCode,nominalAmount,currencyCode,stockQuantity,operationYield,operationPrice,operationDate,operationHour,operationType,operationPart,settlementSystem,settlementDate,operationState,idMechanismOperationPk,indSendOtcApp,issuanceDate,expirationDate,operationRate,issuerName,shortName,checkDigit
USP3579ECE51,BSRD2049,"DOMINICAN, REP /6.4 BD 20490605",5000,USD,5,6.74,96.053178,10/06/2026,05:21:46 PM,CONTADO,PRIMERA PARTE,ROTC,11/06/2026,CONFIRMADA,3157485,0,05/06/2019,05/06/2049,0,MINISTERIO DE HACIENDA,HACIENDA,58387
USP3579ECE51,BSRD2049,"DOMINICAN, REP /6.4 BD 20490605",5000,USD,5,6.5,98.813575,10/06/2026,05:21:27 PM,CONTADO,PRIMERA PARTE,ROTC,11/06/2026,CONFIRMADA,3157486,0,05/06/2019,05/06/2049,0,MINISTERIO DE HACIENDA,HACIENDA,58051
USP3579ECE51,BSRD2049,"DOMINICAN, REP /6.4 BD 20490605",125000,USD,125,6.71,96.391941,10/06/2026,05:20:53 PM,CONTADO,PRIMERA PARTE,ROTC,11/06/2026,CONFIRMADA,3157481,0,05/06/2019,05/06/2049,0,MINISTERIO DE HACIENDA,HACIENDA,59752
USP3579ECE51,BSRD2049,"DOMINICAN, REP /6.4 BD 20490605",125000,USD,125,6.5,98.813575,10/06/2026,05:20:31 PM,CONTADO,PRIMERA PARTE,ROTC,11/06/2026,CONFIRMADA,3157482,0,05/06/2019,05/06/2049,0,MINISTERIO DE HACIENDA,HACIENDA,59395
DO1005205310,MH32026,HACIENDA/11 BOEST 20261106 GTIA,2514100000,DOP,25141,6.11546,101.88096,10/06/2026,05:20:13 PM,CONTADO,PRIMERA PARTE,ROTC,15/06/2026,CONFIRMADA,3157350,0,06/05/2016,06/11/2026,0,MINISTERIO DE HACIENDA,HACIENDA,61656
USP3579ECE51,BSRD2049,"DOMINICAN, REP /6.4 BD 20490605",221000,USD,221,6.71,96.391856,10/06/2026,05:19:13 PM,CONTADO,PRIMERA PARTE,ROTC,12/06/2026,CONFIRMADA,3157483,0,05/06/2019,05/06/2049,0,MINISTERIO DE HACIENDA,HACIENDA,59780
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,309478,DOP,309478,10.5181,102.466466,10/06/2026,05:18:31 PM,ESTRUCTURADA,SEGUNDA PARTE,ROTC,10/09/2026,CONFIRMADA,3157471,0,30/11/2020,30/11/2030,2.399998,ACERO ESTRELLA S A,AESTRELLA,62510
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,309478,DOP,309478,11.2497,99.995321,10/06/2026,05:18:31 PM,ESTRUCTURADA,PRIMERA PARTE,ROTC,12/06/2026,CONFIRMADA,3157471,0,30/11/2020,30/11/2030,2.399998,ACERO ESTRELLA S A,AESTRELLA,62370
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,309478,DOP,309478,10.5181,102.466466,10/06/2026,05:18:30 PM,PRESTAMO,SEGUNDA PARTE,ROTC,10/09/2026,CONFIRMADA,3157472,0,30/11/2020,30/11/2030,2.399998,ACERO ESTRELLA S A,AESTRELLA,60403
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,309478,DOP,309478,11.2497,99.995321,10/06/2026,05:18:30 PM,PRESTAMO,PRIMERA PARTE,ROTC,12/06/2026,CONFIRMADA,3157472,0,30/11/2020,30/11/2030,2.399998,ACERO ESTRELLA S A,AESTRELLA,60263
