idIsinCodeFk,mnemonicCode,fisnCode,nominalAmount,currencyCode,stockQuantity,operationYield,operationPrice,operationDate,operationHour,operationType,operationPart,settlementSystem,settlementDate,operationState,idMechanismOperationPk,indSendOtcApp,issuanceDate,expirationDate,operationRate,issuerName,shortName,checkDigit
USP3579ECE51,BSRD2049,"DOMINICAN, REP /6.4 BD 20490605",18000,USD,18,4.4927,126.496833,25/08/2026,05:25:47 PM,ESTRUCTURADA,SEGUNDA PARTE,ROTC,25/05/2027,CONFIRMADA,3304988,0,05/06/2019,05/06/2049,4.6,MINISTERIO DE HACIENDA,HACIENDA,63063
USP3579ECE51,BSRD2049,"DOMINICAN, REP /6.4 BD 20490605",18000,USD,18,4.6924,123.724111,25/08/2026,05:25:47 PM,ESTRUCTURADA,PRIMERA PARTE,ROTC,28/08/2026,CONFIRMADA,3304988,0,05/06/2019,05/06/2049,4.6,MINISTERIO DE HACIENDA,HACIENDA,63014
USP3579ECE51,BSRD2049,"DOMINICAN, REP /6.4 BD 20490605",18000,USD,18,4.4927,126.496833,25/08/2026,05:25:47 PM,PRESTAMO,SEGUNDA PARTE,ROTC,25/05/2027,CONFIRMADA,3304989,0,05/06/2019,05/06/2049,4.474202,MINISTERIO DE HACIENDA,HACIENDA,60963
USP3579ECE51,BSRD2049,"DOMINICAN, REP /6.4 BD 20490605",18000,USD,18,4.6924,123.724111,25/08/2026,05:25:47 PM,PRESTAMO,PRIMERA PARTE,ROTC,28/08/2026,CONFIRMADA,3304989,0,05/06/2019,05/06/2049,4.474202,MINISTERIO DE HACIENDA,HACIENDA,60914
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,10764,DOP,10764,11.2615,99.953456,25/08/2026,05:25:33 PM,ESTRUCTURADA,SEGUNDA PARTE,ROTC,25/09/2026,CONFIRMADA,3304877,0,30/11/2020,30/11/2030,9.05,ACERO ESTRELLA S A,AESTRELLA,61523
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,10764,DOP,10764,12.072,97.288322,25/08/2026,05:25:33 PM,ESTRUCTURADA,PRIMERA PARTE,ROTC,26/08/2026,CONFIRMADA,3304877,0,30/11/2020,30/11/2030,9.05,ACERO ESTRELLA S A,AESTRELLA,61159
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,10764,DOP,10764,11.2615,99.953456,25/08/2026,05:25:32 PM,PRESTAMO,SEGUNDA PARTE,ROTC,25/09/2026,CONFIRMADA,3304878,0,30/11/2020,30/11/2030,3.440539,ACERO ESTRELLA S A,AESTRELLA,59416
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,10764,DOP,10764,12.072,97.288322,25/08/2026,05:25:32 PM,PRESTAMO,PRIMERA PARTE,ROTC,26/08/2026,CONFIRMADA,3304878,0,30/11/2020,30/11/2030,3.440539,ACERO ESTRELLA S A,AESTRELLA,59052
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,10000,DOP,10000,11.2624,99.9505,25/08/2026,05:25:21 PM,PRESTAMO,SEGUNDA PARTE,ROTC,25/09/2026,CONFIRMADA,3305003,0,30/11/2020,30/11/2030,3.440559,ACERO ESTRELLA S A,AESTRELLA,58401
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,10000,DOP,10000,12.0728,97.285471,25/08/2026,05:25:21 PM,PRESTAMO,PRIMERA PARTE,ROTC,26/08/2026,CONFIRMADA,3305003,0,30/11/2020,30/11/2030,3.440559,ACERO ESTRELLA S A,AESTRELLA,59206
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,10000,DOP,10000,11.2624,99.9505,25/08/2026,05:25:11 PM,ESTRUCTURADA,SEGUNDA PARTE,ROTC,25/09/2026,CONFIRMADA,3305002,0,30/11/2020,30/11/2030,9.05,ACERO ESTRELLA S A,AESTRELLA,60494
DO2018100324,BC1AES03,AESTRELLA/11.25 BO 20301130,10000,DOP,10000,12.0728,97.285471,25/08/2026,05:25:11 PM,ESTRUCTURADA,PRIMERA PARTE,ROTC,26/08/2026,CONFIRMADA,3305002,0,30/11/2020,30/11/2030,9.05,ACERO ESTRELLA S A,AESTRELLA,61299
